image_name,STAT_e,STAT_n_D,STAT_n_A,STAT_CC_D,STAT_CC_A,ABS_wf_D,ABS_f_D,DISS_wf10_D,DISS_f10_D,CT_f_e_conn,CT_f_conn_D_An,CT_f_conn_A_Ca,CT_e_conn,CT_e_D_An,CT_e_A_Ca,CT_f_D_tort1,CT_f_A_tort1,FF(P3HT:PCBM)
data_chi_2.720_phi_0.640_Results/154.txt,513037,2721420,5798900,4,1,0.213939,0.319404,0.614791,0.972132,0.956982,0.9669,1,490967,475540,528868,0.266463,0.514317,0.467537313432836
data_chi_2.850_phi_0.570_Results/58.txt,785563,3543090,4977240,1,1,0.276902,0.415839,0.681921,0.999268,1,1,1,785563,768202,797619,0.267352,0.359049,0.501256710590532
data_chi_2.460_phi_0.640_Results/145.txt,549665,2363190,6157130,18,1,0.189225,0.277359,0.675112,0.995705,0.586046,0.637621,1,322129,309744,575371,0.423422,0.492507,0.4328418230563
data_chi_2.200_phi_0.514_Results/284.txt,598707,4016220,4504100,1,1,0.312565,0.47137,0.565695,0.960606,1,1,1,598707,595121,599046,0.363679,0.376692,0.505392840539284
data_chi_2.720_phi_0.542_Results/138.txt,596367,3825320,4695000,1,1,0.297146,0.448964,0.576556,0.966938,1,1,1,596367,591250,598838,0.29031,0.397978,0.500634282178218
data_chi_2.850_phi_0.612_Results/352.txt,399067,3199090,5321230,1,1,0.251865,0.375466,0.483212,0.841294,1,1,1,399067,394512,402777,0.392824,0.638489,0.501931818181818
data_chi_2.200_phi_0.598_Results/334.txt,420713,1932430,6587890,21,1,0.157909,0.226803,0.65552,0.980429,0.510674,0.571019,1,214847,207656,440297,0.537801,0.586618,0.440033500837521
data_chi_2.850_phi_0.640_Results/416.txt,372481,2929270,5591050,2,1,0.231383,0.343798,0.481782,0.828547,0.907877,0.91262,1,338167,333060,378296,0.42622,0.697493,0.489682939104177
data_chi_2.850_phi_0.598_Results/18.txt,1159740,2979830,5540490,2,1,0.23486,0.349732,0.803232,1,0.998938,0.999317,1,1158500,1074970,1228590,0.204263,0.276914,0.503471454880295
data_chi_2.720_phi_0.528_Results/50.txt,916229,3947020,4573300,1,1,0.306266,0.463247,0.702779,0.999659,1,1,1,916229,903576,920379,0.259828,0.291647,0.504753891459823
data_chi_2.590_phi_0.598_Results/36.txt,942249,2662860,5857460,7,1,0.211298,0.312531,0.780175,0.999989,0.986326,0.989076,1,929365,862759,1003170,0.229397,0.337298,0.494695309074967
data_chi_2.590_phi_0.626_Results/100.txt,624875,2717830,5802490,3,1,0.214848,0.318982,0.675956,0.997651,0.980246,0.984904,1,612531,586879,649491,0.276362,0.386966,0.495133333333333
